age,education_level,race,sex,over_50k,over_50k_text,count
41,Some college,Amer-Indian-Eskimo,Female,0,False,1
23,Some college,White,Male,0,False,1
69,Some college,White,Male,0,False,1
44,Doctorate,White,Male,1,True,1
49,Bachelors,White,Male,1,True,1
31,High school,White,Male,0,False,1
36,Bachelors,White,Male,1,True,1
33,Some college,White,Female,0,False,1
35,Associates,White,Male,0,False,1
53,High school,White,Male,1,True,1
32,Some college,White,Male,1,True,1
26,Did not complete high school,White,Male,0,False,1
40,Bachelors,White,Female,0,False,1
35,Masters,White,Male,1,True,1
52,High school,White,Male,0,False,1
32,Bachelors,Asian-Pac-Islander,Female,0,False,1
18,High school,White,Female,0,False,1
58,Professional school,White,Male,1,True,1
26,High school,White,Male,0,False,1
33,High school,Black,Male,0,False,1
39,Masters,White,Male,0,False,1
47,Bachelors,White,Male,0,False,1
33,High school,White,Male,0,False,1
28,Some college,White,Male,0,False,1
48,Masters,Asian-Pac-Islander,Female,0,False,1
67,Bachelors,White,Male,1,True,1
22,Some college,White,Male,0,False,1
62,Some college,White,Female,0,False,1
42,Masters,White,Male,0,False,1
53,Doctorate,White,Male,0,False,1
64,Did not complete high school,White,Male,0,False,1
29,Bachelors,White,Male,0,False,1
51,Bachelors,White,Female,1,True,1
64,High school,White,Male,0,False,1
24,Did not complete high school,White,Male,1,True,1
47,Did not complete high school,White,Male,0,False,1
35,Associates,White,Male,1,True,1
31,Masters,White,Female,0,False,1
64,High school,Black,Female,0,False,1
38,Masters,White,Female,1,True,1
42,Masters,White,Male,1,True,1
46,Did not complete high school,White,Male,0,False,1
37,High school,White,Male,0,False,1
30,Bachelors,Asian-Pac-Islander,Male,0,False,1
33,High school,White,Male,0,False,1
52,Bachelors,Black,Male,0,False,1
21,High school,Black,Female,0,False,1
48,High school,White,Male,0,False,1
22,Did not complete high school,White,Male,0,False,1
20,High school,White,Male,0,False,1
80,Bachelors,White,Male,1,True,1
47,Associates,Black,Female,0,False,1
35,Bachelors,White,Male,1,True,1
37,High school,White,Male,1,True,1
73,High school,White,Female,0,False,1
45,High school,White,Female,0,False,1
34,High school,Amer-Indian-Eskimo,Male,0,False,1
35,High school,White,Male,0,False,1
41,Masters,White,Female,1,True,1
36,High school,Black,Male,0,False,1
40,Some college,White,Male,1,True,1
26,Bachelors,White,Male,0,False,1
27,High school,White,Male,0,False,1
52,High school,Black,Male,1,True,1
45,Masters,White,Female,0,False,1
39,High school,White,Male,0,False,1
30,High school,White,Male,0,False,1
38,Some college,White,Male,1,True,1
43,Bachelors,White,Male,1,True,1
20,Some college,White,Male,0,False,1
38,Doctorate,Asian-Pac-Islander,Male,1,True,1
30,Did not complete high school,Amer-Indian-Eskimo,Male,0,False,1
30,Associates,White,Male,0,False,1
59,High school,White,Male,0,False,1
30,Some college,Black,Male,0,False,1
43,Bachelors,White,Female,0,False,1
49,Associates,White,Female,0,False,1
40,Professional school,Asian-Pac-Islander,Female,0,False,1
34,Did not complete high school,White,Female,0,False,1
47,High school,White,Male,0,False,1
57,High school,White,Male,0,False,1
64,Masters,White,Male,1,True,1
35,High school,White,Male,0,False,1
39,Some college,White,Male,1,True,1
90,Did not complete high school,White,Female,0,False,1
30,High school,White,Male,0,False,1
71,Did not complete high school,White,Male,1,True,1
29,Bachelors,White,Male,0,False,1
40,Did not complete high school,White,Male,1,True,1
39,Some college,White,Male,0,False,1
53,Bachelors,White,Male,1,True,1
50,Bachelors,White,Male,0,False,1
50,Some college,White,Male,0,False,1
28,Bachelors,White,Male,0,False,1
79,Did not complete high school,White,Male,0,False,1
70,Bachelors,White,Female,0,False,1
44,Some college,Black,Male,0,False,1
41,High school,White,Male,0,False,1
27,Some college,White,Female,0,False,1
19,High school,White,Male,0,False,1
18,Did not complete high school,White,Female,0,False,1
37,Masters,Black,Male,1,True,1
20,Some college,Black,Female,0,False,1
33,Some college,Amer-Indian-Eskimo,Male,0,False,1
53,Associates,White,Male,1,True,1
56,High school,White,Male,0,False,1
18,High school,Asian-Pac-Islander,Female,0,False,1
54,Masters,White,Female,0,False,1
40,Did not complete high school,White,Male,0,False,1
45,Did not complete high school,Amer-Indian-Eskimo,Male,0,False,1
27,High school,White,Female,0,False,1
48,Some college,White,Female,0,False,1
35,High school,White,Male,1,True,1
27,Some college,White,Male,0,False,1
72,Bachelors,White,Male,1,True,1
27,High school,White,Female,0,False,1
22,Some college,White,Male,0,False,1
29,Associates,White,Female,0,False,1
34,Bachelors,White,Female,0,False,1
51,High school,White,Male,0,False,1
54,Associates,Black,Female,0,False,1
25,Bachelors,White,Female,0,False,1
35,Bachelors,White,Male,1,True,1
36,Doctorate,White,Female,0,False,1
57,High school,Black,Female,0,False,1
28,Some college,White,Male,0,False,1
34,Some college,White,Female,0,False,1
58,High school,White,Female,0,False,1
37,Masters,White,Male,1,True,1
61,Bachelors,White,Male,1,True,1
48,Bachelors,White,Male,1,True,1
64,Did not complete high school,White,Male,0,False,1
50,Did not complete high school,White,Male,0,False,1
34,High school,White,Male,0,False,1
21,Some college,White,Male,0,False,1
59,High school,Black,Female,0,False,1
75,Some college,White,Female,0,False,1
30,Bachelors,White,Female,0,False,1
26,Associates,White,Male,0,False,1
20,High school,Black,Female,0,False,1
53,Some college,Black,Female,0,False,1
48,Masters,White,Male,1,True,1
33,High school,White,Male,0,False,1
47,Some college,White,Male,0,False,1
51,Bachelors,White,Female,0,False,1
54,High school,White,Male,0,False,1
51,Bachelors,White,Male,1,True,1
47,Bachelors,White,Female,0,False,1
34,Some college,White,Male,1,True,1
31,High school,White,Male,0,False,1
42,Some college,White,Male,1,True,1
24,Some college,Black,Female,0,False,1
18,Some college,White,Male,0,False,1
79,Did not complete high school,Black,Male,0,False,1
38,High school,Black,Female,0,False,1
67,High school,White,Male,1,True,1
25,Some college,White,Female,0,False,1
47,Bachelors,White,Male,0,False,1
25,High school,White,Female,0,False,1
24,Did not complete high school,White,Female,0,False,1
24,Some college,White,Female,0,False,1
47,Bachelors,White,Female,1,True,1
46,High school,White,Female,0,False,1
26,High school,White,Male,0,False,1
32,High school,White,Male,0,False,1
26,Professional school,Asian-Pac-Islander,Female,0,False,1
52,Associates,White,Female,0,False,1
61,High school,White,Male,0,False,1
46,Associates,White,Female,0,False,1
41,Some college,White,Male,0,False,1
48,High school,White,Male,0,False,1
41,Bachelors,White,Male,1,True,1
47,Associates,White,Male,0,False,1
33,High school,White,Male,0,False,1
22,Some college,White,Male,0,False,1
57,Masters,White,Male,1,True,1
20,Some college,White,Female,0,False,1
64,High school,White,Male,0,False,1
36,Bachelors,White,Male,0,False,1
18,Did not complete high school,White,Female,0,False,1
40,High school,White,Male,0,False,1
28,High school,White,Female,0,False,1
40,High school,White,Male,0,False,1
31,High school,White,Male,0,False,1
32,Bachelors,White,Male,0,False,1
42,Did not complete high school,White,Female,0,False,1
22,Some college,White,Male,0,False,1
25,Some college,White,Male,0,False,1
27,Some college,Black,Female,0,False,1
21,Some college,White,Female,0,False,1
47,Bachelors,White,Male,1,True,1
56,High school,White,Male,0,False,1
31,Some college,White,Female,0,False,1
29,Bachelors,White,Female,1,True,1
17,Did not complete high school,White,Male,0,False,1
38,High school,Asian-Pac-Islander,Male,0,False,1
31,Did not complete high school,White,Male,1,True,1
23,High school,White,Female,0,False,1
24,Bachelors,White,Female,0,False,1
25,High school,White,Male,0,False,1
64,Bachelors,White,Male,0,False,1
44,Some college,White,Female,0,False,1
48,Some college,White,Female,0,False,1
35,Did not complete high school,White,Male,0,False,1
35,Bachelors,White,Male,0,False,1
38,Masters,Asian-Pac-Islander,Male,0,False,1
68,Some college,White,Male,0,False,1
59,High school,Black,Female,0,False,1
43,Bachelors,White,Female,0,False,1
28,Some college,Black,Male,0,False,1
50,Bachelors,White,Male,0,False,1
45,High school,White,Female,0,False,1
17,Did not complete high school,White,Female,0,False,1
44,Masters,White,Male,1,True,1
26,Some college,White,Female,0,False,1
27,Some college,White,Male,0,False,1
40,Some college,White,Male,1,True,1
45,Masters,White,Male,0,False,1
43,Bachelors,White,Male,1,True,1
28,Some college,White,Male,0,False,1
54,Some college,White,Female,0,False,1
43,Bachelors,Black,Female,1,True,1
40,Bachelors,Other,Male,1,True,1
19,Some college,White,Female,0,False,1
24,Some college,White,Male,0,False,1
20,High school,White,Male,0,False,1
55,High school,White,Male,0,False,1
39,Did not complete high school,White,Male,0,False,1
22,Associates,Asian-Pac-Islander,Female,0,False,1
44,Associates,White,Male,1,True,1
30,Some college,White,Female,0,False,1
74,High school,White,Female,0,False,1
30,Some college,White,Male,0,False,1
31,Some college,White,Female,0,False,1
56,High school,Black,Female,0,False,1
59,High school,White,Female,0,False,1
24,Bachelors,White,Female,0,False,1
21,Did not complete high school,White,Male,0,False,1
51,Some college,White,Male,1,True,1
20,Some college,White,Female,0,False,1
33,High school,White,Male,0,False,1
51,Associates,White,Female,1,True,1
20,Some college,White,Female,0,False,1
59,High school,White,Male,0,False,1
31,Bachelors,White,Female,0,False,1
39,Some college,White,Male,0,False,1
31,Some college,White,Male,0,False,1
46,High school,White,Female,0,False,1
23,Some college,White,Female,0,False,1
57,Bachelors,White,Male,1,True,1
67,Doctorate,White,Male,0,False,1
35,Did not complete high school,White,Male,0,False,1
40,Doctorate,Asian-Pac-Islander,Male,1,True,1
17,Did not complete high school,White,Male,0,False,1
34,Bachelors,White,Male,0,False,1
33,High school,White,Male,1,True,1
47,Bachelors,White,Female,0,False,1
49,Bachelors,White,Male,1,True,1
24,Bachelors,Black,Female,0,False,1
28,Some college,White,Female,0,False,1
30,Some college,White,Male,0,False,1
31,Did not complete high school,White,Male,0,False,1
40,High school,White,Male,0,False,1
46,High school,White,Male,0,False,1
54,Did not complete high school,White,Male,0,False,1
27,Some college,Black,Male,0,False,1
50,Bachelors,White,Male,0,False,1
35,Did not complete high school,White,Female,0,False,1
44,High school,White,Male,0,False,1
46,Some college,Asian-Pac-Islander,Male,0,False,1
22,Bachelors,White,Female,0,False,1
38,Some college,White,Female,0,False,1
46,Some college,White,Male,1,True,1
81,Did not complete high school,White,Female,0,False,1
36,High school,White,Male,0,False,1
28,High school,White,Male,1,True,1
58,Did not complete high school,Black,Male,0,False,1
51,Some college,White,Male,0,False,1
37,Some college,White,Female,0,False,1
45,Some college,White,Female,0,False,1
40,High school,White,Male,0,False,1
44,Masters,White,Male,1,True,1
35,High school,White,Male,0,False,1
34,Bachelors,White,Female,0,False,1
25,Some college,White,Female,0,False,1
66,High school,White,Male,0,False,1
30,Bachelors,White,Male,0,False,1
40,Did not complete high school,Amer-Indian-Eskimo,Female,0,False,1
43,Bachelors,White,Male,0,False,1
43,Some college,White,Female,0,False,1
44,Associates,White,Female,0,False,1
48,Some college,White,Female,0,False,1
42,Masters,White,Male,1,True,1
25,Associates,White,Male,1,True,1
33,High school,White,Male,0,False,1
28,Bachelors,White,Male,1,True,1
24,Bachelors,White,Male,0,False,1
29,Bachelors,White,Male,0,False,1
51,High school,Black,Male,1,True,1
47,Some college,White,Male,0,False,1
45,Some college,White,Male,0,False,1
36,Associates,Black,Female,0,False,1
54,Did not complete high school,White,Male,0,False,1
23,Some college,White,Female,0,False,1
36,High school,White,Male,0,False,1
44,High school,White,Male,0,False,1
27,Associates,White,Female,1,True,1
53,Associates,Asian-Pac-Islander,Female,0,False,1
30,Some college,White,Female,0,False,1
67,High school,White,Male,1,True,1
24,Masters,Black,Female,0,False,1
33,Associates,White,Male,0,False,1
29,Bachelors,White,Female,0,False,1
51,Bachelors,White,Female,0,False,1
44,High school,Black,Male,0,False,1
27,Did not complete high school,White,Male,0,False,1
36,Some college,White,Male,1,True,1
57,Bachelors,White,Female,0,False,1
43,High school,White,Female,0,False,1
62,High school,White,Male,0,False,1
53,Associates,White,Female,0,False,1
44,High school,White,Male,0,False,1
44,Some college,White,Male,1,True,1
22,Some college,White,Female,0,False,1
57,Bachelors,White,Male,1,True,1
52,High school,Asian-Pac-Islander,Male,0,False,1
66,High school,White,Male,0,False,1
37,High school,White,Male,0,False,1
33,Did not complete high school,White,Male,0,False,1
34,High school,White,Male,1,True,1
23,High school,White,Male,1,True,1
36,High school,White,Male,0,False,1
50,Masters,White,Male,1,True,1
39,High school,White,Female,0,False,1
50,Associates,White,Male,0,False,1
23,Associates,White,Female,0,False,1
47,Did not complete high school,White,Female,0,False,1
39,Some college,White,Male,1,True,1
43,Bachelors,Black,Female,1,True,1
23,Bachelors,White,Female,0,False,1
44,Professional school,White,Male,1,True,1
57,Did not complete high school,White,Male,0,False,1
47,High school,White,Female,0,False,1
28,Did not complete high school,Black,Female,0,False,1
17,Did not complete high school,White,Male,0,False,1
43,Masters,White,Female,0,False,1
47,Bachelors,White,Male,1,True,1
53,Did not complete high school,White,Male,0,False,1
26,Some college,White,Female,0,False,1
46,Doctorate,White,Male,1,True,1
20,Some college,White,Female,0,False,1
48,Bachelors,Black,Female,1,True,1
49,High school,White,Female,1,True,1
52,High school,White,Male,0,False,1
35,High school,White,Male,0,False,1
51,High school,White,Male,0,False,1
31,Masters,White,Female,1,True,1
42,High school,White,Male,0,False,1
41,Some college,White,Male,0,False,1
46,Bachelors,White,Male,0,False,1
25,Associates,White,Male,1,True,1
23,High school,White,Male,0,False,1
43,Bachelors,White,Male,0,False,1
41,Some college,White,Male,0,False,1
29,Bachelors,White,Male,1,True,1
27,Bachelors,White,Female,1,True,1
24,Bachelors,White,Female,0,False,1
44,Some college,White,Female,1,True,1
31,High school,Black,Male,0,False,1
43,Some college,White,Male,0,False,1
41,High school,Black,Female,1,True,1
43,Some college,White,Male,0,False,1
50,Some college,White,Male,1,True,1
70,Did not complete high school,White,Male,0,False,1
78,High school,White,Male,0,False,1
21,Some college,White,Male,0,False,1
26,Some college,Black,Female,0,False,1
73,High school,White,Female,0,False,1
47,High school,White,Male,0,False,1
39,High school,White,Male,1,True,1
61,High school,Black,Male,0,False,1
45,High school,White,Male,0,False,1
47,High school,White,Male,0,False,1
38,Bachelors,White,Female,0,False,1
21,High school,White,Female,0,False,1
46,Associates,White,Male,1,True,1
23,Bachelors,White,Female,0,False,1
28,Some college,Other,Male,1,True,1
18,Some college,White,Female,0,False,1
50,Did not complete high school,White,Male,0,False,1
34,Associates,White,Male,0,False,1
30,Bachelors,Black,Female,0,False,1
53,Did not complete high school,White,Male,0,False,1
63,Bachelors,White,Male,0,False,1
62,High school,White,Male,0,False,1
28,High school,White,Male,0,False,1
39,Did not complete high school,Black,Male,0,False,1
28,Some college,White,Male,0,False,1
44,Some college,White,Male,0,False,1
26,Bachelors,Black,Male,0,False,1
32,Did not complete high school,White,Male,0,False,1
39,Masters,White,Male,0,False,1
70,Did not complete high school,White,Male,0,False,1
27,Bachelors,White,Female,0,False,1
31,Professional school,Asian-Pac-Islander,Male,0,False,1
61,High school,White,Male,1,True,1
32,Did not complete high school,White,Male,0,False,1
21,Some college,White,Male,0,False,1
24,Did not complete high school,White,Female,0,False,1
39,Some college,White,Male,1,True,1
29,Some college,White,Male,0,False,1
52,High school,White,Male,1,True,1
26,High school,White,Male,0,False,1
30,Associates,White,Female,0,False,1
70,High school,White,Male,0,False,1
29,High school,White,Male,0,False,1
32,Some college,White,Female,0,False,1
32,High school,White,Male,0,False,1
58,Did not complete high school,White,Male,0,False,1
75,Did not complete high school,White,Male,0,False,1
37,Bachelors,White,Male,0,False,1
39,High school,Black,Male,0,False,1
66,High school,White,Male,1,True,1
46,High school,White,Male,0,False,1
49,Bachelors,White,Male,1,True,1
32,Did not complete high school,White,Male,0,False,1
20,High school,White,Female,0,False,1
44,Some college,White,Male,0,False,1
42,Bachelors,White,Female,1,True,1
34,High school,White,Male,0,False,1
37,High school,White,Male,1,True,1
22,Some college,White,Male,0,False,1
21,Some college,White,Female,0,False,1
33,High school,Other,Male,0,False,1
54,High school,White,Male,1,True,1
36,Bachelors,White,Male,1,True,1
36,High school,White,Female,0,False,1
44,Associates,White,Male,1,True,1
49,Bachelors,White,Female,1,True,1
40,High school,White,Male,0,False,1
49,High school,White,Male,1,True,1
31,High school,White,Male,0,False,1
81,Some college,White,Male,0,False,1
40,High school,Black,Male,0,False,1
47,Some college,White,Male,0,False,1
39,High school,White,Male,1,True,1
42,High school,White,Male,0,False,1
29,Did not complete high school,White,Male,1,True,1
40,High school,White,Male,0,False,1
28,Bachelors,White,Female,1,True,1
19,High school,White,Male,0,False,1
32,Associates,White,Female,0,False,1
35,Some college,White,Male,0,False,1
35,Associates,White,Male,0,False,1
52,Masters,White,Female,0,False,1
17,Did not complete high school,White,Female,0,False,1
23,High school,White,Female,0,False,1
76,Did not complete high school,White,Male,0,False,1
41,Doctorate,White,Male,0,False,1
46,High school,White,Female,0,False,1
49,Bachelors,White,Male,1,True,1
60,High school,White,Male,0,False,1
65,High school,White,Male,0,False,1
62,High school,Black,Female,0,False,1
46,Associates,White,Male,1,True,1
50,High school,White,Male,0,False,1
39,Associates,White,Female,0,False,1
20,Some college,White,Male,0,False,1
38,Bachelors,White,Male,0,False,1
56,High school,White,Male,0,False,1
30,Associates,White,Male,0,False,1
41,High school,White,Male,1,True,1
29,Bachelors,White,Male,0,False,1
43,Bachelors,White,Male,0,False,1
28,Bachelors,White,Male,0,False,1
30,High school,White,Male,1,True,1
19,High school,White,Male,0,False,1
56,Some college,White,Male,0,False,1
28,High school,White,Male,0,False,1
23,Bachelors,White,Male,0,False,1
34,Associates,White,Male,1,True,1
43,Bachelors,Black,Male,1,True,1
60,High school,White,Male,0,False,1
43,Some college,White,Male,0,False,1
60,High school,White,Female,0,False,1
42,High school,White,Male,0,False,1
32,Some college,White,Male,0,False,1
31,Some college,White,Male,1,True,1
25,High school,White,Male,0,False,1
25,Did not complete high school,Black,Male,0,False,1
41,Associates,White,Male,1,True,1
26,Some college,White,Male,0,False,1
45,Bachelors,Black,Male,1,True,1
35,High school,White,Male,1,True,1
21,Did not complete high school,White,Male,0,False,1
39,High school,White,Male,1,True,1
22,Bachelors,White,Male,0,False,1
66,Bachelors,White,Male,0,False,1
32,Some college,White,Male,0,False,1
39,Did not complete high school,White,Male,0,False,1
41,Some college,White,Male,0,False,1
26,High school,White,Male,0,False,1
31,Some college,White,Female,0,False,1
27,Did not complete high school,Other,Male,0,False,1
34,Bachelors,White,Male,1,True,1
43,Masters,White,Male,1,True,1
56,High school,White,Female,0,False,1
34,High school,Black,Female,0,False,1
23,High school,White,Male,0,False,1
29,High school,White,Female,0,False,1
34,Associates,White,Female,0,False,1
37,Bachelors,Black,Female,0,False,1
42,Associates,White,Male,1,True,1
51,High school,White,Female,0,False,1
34,High school,Black,Female,0,False,1
60,Did not complete high school,White,Male,0,False,1
41,High school,White,Male,0,False,1
27,Bachelors,Black,Male,0,False,1
46,Some college,White,Female,0,False,1
22,High school,White,Female,0,False,1
17,Did not complete high school,White,Male,0,False,1
18,Did not complete high school,White,Male,0,False,1
46,High school,White,Male,1,True,1
40,Bachelors,White,Male,0,False,1
24,Bachelors,White,Male,0,False,1
28,Some college,White,Male,0,False,1
67,Some college,White,Male,1,True,1
53,High school,White,Male,0,False,1
25,Some college,White,Female,0,False,1
18,High school,White,Female,0,False,1
64,Some college,White,Male,0,False,1
45,Bachelors,Black,Female,1,True,1
32,Did not complete high school,Black,Male,0,False,1
30,High school,White,Female,0,False,1
35,High school,White,Male,0,False,1
46,Some college,White,Male,0,False,1
19,High school,White,Female,0,False,1
31,Bachelors,White,Female,1,True,1
39,Some college,White,Male,0,False,1
33,Bachelors,White,Female,0,False,1
25,High school,White,Male,0,False,1
55,High school,White,Female,0,False,1
23,High school,White,Male,0,False,1
45,Some college,White,Male,0,False,1
42,Some college,Black,Female,1,True,1
65,Did not complete high school,Black,Male,0,False,1
37,Bachelors,White,Male,1,True,1
28,High school,White,Male,0,False,1
48,Did not complete high school,Black,Female,0,False,1
43,Masters,White,Female,0,False,1
44,High school,White,Female,0,False,1
58,Masters,Black,Male,1,True,1
70,Bachelors,White,Female,0,False,1
28,Masters,White,Male,0,False,1
46,Professional school,Black,Male,0,False,1
33,Some college,White,Female,0,False,1
35,Bachelors,White,Male,0,False,1
18,Did not complete high school,White,Male,0,False,1
29,Did not complete high school,White,Female,0,False,1
29,High school,Black,Female,0,False,1
59,High school,White,Male,1,True,1
29,High school,White,Male,0,False,1
22,Did not complete high school,White,Female,0,False,1
34,High school,White,Male,0,False,1
30,High school,White,Female,0,False,1
54,Some college,White,Male,1,True,1
38,Did not complete high school,White,Male,0,False,1
44,High school,White,Male,1,True,1
30,High school,White,Male,0,False,1
28,High school,White,Female,0,False,1
60,Some college,Black,Female,0,False,1
57,High school,White,Male,0,False,1
38,High school,White,Male,0,False,1
43,Did not complete high school,Black,Female,0,False,1
22,Did not complete high school,White,Female,0,False,1
34,Doctorate,White,Female,0,False,1
46,Some college,White,Male,0,False,1
44,High school,White,Female,0,False,1
23,Some college,White,Male,0,False,1
50,Masters,White,Female,1,True,1
72,Did not complete high school,White,Male,0,False,1
20,Associates,White,Female,0,False,1
24,High school,White,Male,0,False,1
35,High school,White,Male,0,False,1
62,Did not complete high school,White,Male,0,False,1
75,Some college,White,Male,0,False,1
21,Some college,White,Female,0,False,1
60,High school,White,Male,0,False,1
18,High school,White,Male,0,False,1
19,High school,Black,Female,0,False,1
31,Some college,White,Female,0,False,1
36,Bachelors,Asian-Pac-Islander,Female,0,False,1
24,Bachelors,White,Female,0,False,1
62,High school,White,Male,0,False,1
25,High school,Black,Male,0,False,1
28,Bachelors,White,Male,1,True,1
56,Some college,White,Male,0,False,1
38,Associates,White,Male,0,False,1
32,Masters,White,Male,1,True,1
41,Did not complete high school,White,Male,0,False,1
33,Did not complete high school,White,Male,0,False,1
38,High school,White,Female,0,False,1
44,High school,White,Female,0,False,1
20,Some college,White,Female,0,False,1
72,Professional school,White,Male,1,True,1
72,Some college,White,Male,0,False,1
37,Professional school,White,Female,1,True,1
54,Some college,White,Male,1,True,1
48,High school,White,Male,0,False,1
40,Some college,White,Female,0,False,1
36,Associates,White,Female,0,False,1
60,Did not complete high school,White,Male,0,False,1
35,High school,Black,Male,0,False,1
41,Bachelors,Asian-Pac-Islander,Male,1,True,1
52,Some college,Black,Male,1,True,1
37,High school,White,Male,0,False,1
22,High school,White,Female,0,False,1
59,Some college,White,Female,0,False,1
34,Some college,Black,Female,0,False,1
42,Bachelors,White,Female,0,False,1
21,High school,White,Female,0,False,1
22,Associates,White,Female,0,False,1
40,Did not complete high school,White,Male,0,False,1
32,Bachelors,White,Female,0,False,1
32,Bachelors,White,Male,0,False,1
46,High school,White,Male,0,False,1
21,Some college,White,Female,0,False,1
30,High school,White,Male,0,False,1
47,Some college,White,Male,0,False,1
53,Some college,White,Male,1,True,1
31,Bachelors,White,Male,1,True,1
39,Associates,White,Male,0,False,1
50,High school,Asian-Pac-Islander,Female,0,False,1
21,Some college,White,Male,0,False,1
17,Did not complete high school,White,Female,0,False,1
73,Bachelors,White,Female,0,False,1
39,Masters,White,Male,1,True,1
21,High school,White,Female,0,False,1
20,Some college,White,Male,0,False,1
33,High school,White,Male,0,False,1
74,Associates,White,Male,1,True,1
25,Some college,White,Male,0,False,1
51,High school,White,Female,1,True,1
31,High school,White,Male,0,False,1
27,Some college,White,Female,0,False,1
31,Did not complete high school,White,Male,1,True,1
48,Masters,White,Female,0,False,1
73,High school,White,Female,0,False,1
34,Masters,White,Female,1,True,1
30,High school,White,Male,0,False,1
53,Bachelors,White,Male,1,True,1
37,High school,White,Female,1,True,1
19,Some college,White,Female,0,False,1
53,Did not complete high school,White,Male,0,False,1
59,Professional school,White,Male,1,True,1
39,Bachelors,White,Female,0,False,1
23,Bachelors,Black,Female,0,False,1
26,Bachelors,White,Male,0,False,1
56,Some college,White,Male,0,False,1
90,Some college,White,Female,0,False,1
35,High school,White,Female,1,True,1
23,High school,White,Male,0,False,1
52,Did not complete high school,White,Male,0,False,1
43,High school,Black,Male,1,True,1
41,High school,White,Female,0,False,1
39,Some college,White,Male,0,False,1
56,Masters,White,Male,1,True,1
31,Some college,White,Female,0,False,1
69,Bachelors,White,Male,0,False,1
37,Some college,White,Male,0,False,1
26,Some college,White,Male,1,True,1
46,Bachelors,White,Male,1,True,1
20,Did not complete high school,White,Female,0,False,1
51,Bachelors,White,Male,1,True,1
63,Some college,White,Male,1,True,1
42,Some college,White,Male,1,True,1
29,High school,White,Female,1,True,1
62,Did not complete high school,White,Male,0,False,1
35,Bachelors,White,Male,0,False,1
52,High school,White,Male,1,True,1
64,Did not complete high school,White,Male,0,False,1
28,Associates,White,Male,0,False,1
71,Bachelors,Black,Male,1,True,1
33,High school,White,Male,0,False,1
36,Did not complete high school,White,Male,0,False,1
67,Masters,Other,Male,0,False,1
26,Did not complete high school,White,Male,0,False,1
41,Some college,White,Male,1,True,1
35,High school,White,Male,0,False,1
63,Did not complete high school,White,Male,0,False,1
27,High school,White,Male,0,False,1
41,Did not complete high school,Black,Male,0,False,1
30,Some college,White,Female,0,False,1
27,Did not complete high school,White,Male,0,False,1
55,Some college,White,Male,1,True,1
25,Bachelors,White,Male,0,False,1
33,High school,White,Male,0,False,1
35,Associates,White,Male,0,False,1
39,Some college,White,Male,1,True,1
32,Some college,White,Male,1,True,1
50,Doctorate,White,Male,1,True,1
39,High school,White,Male,0,False,1
39,Some college,Black,Male,0,False,1
46,High school,White,Male,0,False,1
53,High school,White,Male,0,False,1
68,Professional school,White,Male,1,True,1
45,Some college,White,Male,0,False,1
42,Doctorate,Asian-Pac-Islander,Male,1,True,1
67,Bachelors,White,Male,1,True,1
74,Did not complete high school,White,Male,0,False,1
20,Some college,White,Female,0,False,1
52,Masters,White,Male,1,True,1
21,Did not complete high school,Black,Male,0,False,1
33,Did not complete high school,White,Male,0,False,1
32,Did not complete high school,White,Female,0,False,1
43,Some college,White,Male,0,False,1
67,High school,White,Female,0,False,1
39,Did not complete high school,White,Male,0,False,1
28,Masters,White,Male,0,False,1
27,High school,White,Male,0,False,1
30,Did not complete high school,White,Female,0,False,1
44,Associates,White,Male,1,True,1
23,Associates,White,Male,0,False,1
17,Did not complete high school,White,Male,0,False,1
42,High school,White,Male,0,False,1
39,Did not complete high school,White,Male,0,False,1
44,Bachelors,White,Male,1,True,1
52,Masters,White,Female,0,False,1
17,Did not complete high school,White,Male,0,False,1
44,High school,White,Male,0,False,1
23,Bachelors,White,Female,0,False,1
52,Bachelors,White,Male,1,True,1
58,High school,White,Male,0,False,1
31,Associates,White,Female,1,True,1
26,Some college,White,Male,0,False,1
33,High school,White,Male,0,False,1
21,Did not complete high school,White,Male,0,False,1
48,Some college,White,Male,1,True,1
21,High school,Black,Male,0,False,1
21,Some college,White,Female,0,False,1
41,Professional school,White,Female,1,True,1
54,Bachelors,White,Male,1,True,1
38,Associates,White,Female,0,False,1
37,High school,White,Male,0,False,1
64,Bachelors,White,Female,0,False,1
56,Some college,White,Female,0,False,1
41,High school,White,Male,1,True,1
42,Some college,White,Male,1,True,1
53,Some college,White,Male,1,True,1
37,High school,White,Male,0,False,1
60,High school,White,Male,0,False,1
35,High school,White,Male,1,True,1
70,Some college,White,Male,1,True,1
44,Doctorate,White,Male,1,True,1
50,Did not complete high school,White,Male,0,False,1
58,High school,White,Female,0,False,1
46,High school,White,Male,0,False,1
29,Did not complete high school,White,Male,0,False,1
26,Bachelors,White,Male,0,False,1
33,Some college,Black,Female,0,False,1
42,Bachelors,White,Male,1,True,1
24,High school,White,Male,0,False,1
17,Did not complete high school,White,Female,0,False,1
35,Associates,White,Male,0,False,1
37,High school,White,Male,1,True,1
59,Associates,White,Male,1,True,1
27,Did not complete high school,White,Male,0,False,1
38,Masters,White,Female,0,False,1
47,Some college,White,Male,0,False,1
42,Did not complete high school,White,Male,0,False,1
40,Bachelors,Black,Female,0,False,1
21,Some college,White,Female,0,False,1
36,Bachelors,White,Male,0,False,1
